tick,agent_id,action,action_name,message,reasoning,pool_pct,own_herd,payoff_add,payoff_keep,payoff_remove,run_id,condition
50,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
51,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
51,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
51,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
52,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
52,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
52,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
53,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
53,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
53,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
54,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
54,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
54,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
55,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
55,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
55,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
56,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
56,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
56,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
57,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
57,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
57,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
58,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
58,2,0,KEEP,"Holding at 20 — our coordination remains excellent and the pasture is thriving. Equal payoffs for all, committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
58,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
59,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
59,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture thriving at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
59,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
60,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
60,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
60,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
61,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
61,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
61,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
62,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
62,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
62,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
63,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
63,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
63,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
64,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
64,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
64,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
65,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
65,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
65,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
66,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
66,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
66,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
67,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
67,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
67,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
68,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
68,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
68,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
69,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
69,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
69,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
70,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
70,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
70,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
71,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
71,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
71,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
72,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
72,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
72,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
73,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
73,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
73,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
74,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
74,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
74,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291,20260516_071509_full-gabm,full-gabm
